# A Homogeneous Main-Sequence Model
# The surface conditions are: The central conditions are:
# Mtot = 1.200000E+00 Msun, Mc/Mtot = 7.07150E-01
# Rtot = 5.202038E-01 Rsun, Rc/Rtot = 3.03000E-01
# Ltot = 1.000000E+00 Lsun, Lc/Ltot = -2.67558E-01
# Teff = 8.000000E+03 K, Density = 3.05198E+02
# X = 7.000000E-01, Temperature = 4.43663E+07
# Y = 2.000000E-01, Pressure = 1.78734E+18 dynes/cm**2
# Z = 1.000000E-01, epsilon = -6.06505E-01 ergs/s/g
# dlnP/dlnT = -2.48271E+01
# Notes:
# (1) Mass is listed as Qm = 1.0 - M_r/Mtot, where Mtot = 1.989000E+33
# (2) Convective zones are indicated by 'c', radiative zones by 'r'
# (3) dlnP/dlnT may be limited to +99.9 or -99.9, labeled by '*'
r,Qm,L_r,T,P,rho,kappa,eps,dlPdlT,Zone
2.86E+10,4.39E-04,3.83E+33,1.92E+06,1.68E+13,6.62E-02,2.79E+01,8.18E-08,  4.6,r
2.86E+10,4.29E-04,3.83E+33,1.91E+06,1.64E+13,6.47E-02,2.80E+01,7.60E-08,  4.6,r
2.87E+10,4.19E-04,3.83E+33,1.90E+06,1.59E+13,6.33E-02,2.81E+01,7.07E-08,  4.6,r
2.87E+10,4.09E-04,3.83E+33,1.89E+06,1.55E+13,6.20E-02,2.82E+01,6.57E-08,  4.6,r
2.87E+10,3.99E-04,3.83E+33,1.88E+06,1.50E+13,6.06E-02,2.83E+01,6.10E-08,  4.6,r
2.88E+10,3.90E-04,3.83E+33,1.87E+06,1.46E+13,5.93E-02,2.84E+01,5.67E-08,  4.6,r
2.88E+10,3.80E-04,3.83E+33,1.85E+06,1.42E+13,5.80E-02,2.85E+01,5.26E-08,  4.6,r
2.89E+10,3.71E-04,3.83E+33,1.84E+06,1.38E+13,5.67E-02,2.86E+01,4.88E-08,  4.6,r
2.89E+10,3.62E-04,3.83E+33,1.83E+06,1.34E+13,5.55E-02,2.87E+01,4.53E-08,  4.6,r
2.89E+10,3.54E-04,3.83E+33,1.82E+06,1.31E+13,5.43E-02,2.89E+01,4.20E-08,  4.6,r
2.90E+10,3.45E-04,3.83E+33,1.81E+06,1.27E+13,5.30E-02,2.90E+01,3.89E-08,  4.6,r
2.90E+10,3.37E-04,3.83E+33,1.80E+06,1.23E+13,5.19E-02,2.91E+01,3.61E-08,  4.6,r
2.90E+10,3.29E-04,3.83E+33,1.79E+06,1.20E+13,5.07E-02,2.92E+01,3.34E-08,  4.6,r
2.91E+10,3.20E-04,3.83E+33,1.77E+06,1.16E+13,4.96E-02,2.93E+01,3.09E-08,  4.6,r
2.91E+10,3.13E-04,3.83E+33,1.76E+06,1.13E+13,4.84E-02,2.94E+01,2.86E-08,  4.6,r
2.91E+10,3.05E-04,3.83E+33,1.75E+06,1.10E+13,4.74E-02,2.95E+01,2.65E-08,  4.6,r
2.92E+10,2.97E-04,3.83E+33,1.74E+06,1.07E+13,4.63E-02,2.96E+01,2.45E-08,  4.6,r
2.92E+10,2.90E-04,3.83E+33,1.73E+06,1.03E+13,4.52E-02,2.97E+01,2.26E-08,  4.6,r
2.93E+10,2.82E-04,3.83E+33,1.72E+06,1.00E+13,4.42E-02,2.99E+01,2.09E-08,  4.6,r
2.93E+10,2.75E-04,3.83E+33,1.71E+06,9.75E+12,4.32E-02,3.00E+01,1.93E-08,  4.6,r
2.93E+10,2.68E-04,3.83E+33,1.70E+06,9.47E+12,4.22E-02,3.01E+01,1.78E-08,  4.6,r
2.94E+10,2.62E-04,3.83E+33,1.69E+06,9.19E+12,4.12E-02,3.02E+01,1.64E-08,  4.6,r
2.94E+10,2.55E-04,3.83E+33,1.67E+06,8.92E+12,4.02E-02,3.03E+01,1.51E-08,  4.6,r
2.94E+10,2.48E-04,3.83E+33,1.66E+06,8.65E+12,3.93E-02,3.04E+01,1.39E-08,  4.6,r
2.95E+10,2.42E-04,3.83E+33,1.65E+06,8.39E+12,3.84E-02,3.06E+01,1.28E-08,  4.6,r
2.95E+10,2.36E-04,3.83E+33,1.64E+06,8.14E+12,3.75E-02,3.07E+01,1.18E-08,  4.6,r
2.95E+10,2.29E-04,3.83E+33,1.63E+06,7.90E+12,3.66E-02,3.08E+01,1.09E-08,  4.6,r
2.96E+10,2.23E-04,3.83E+33,1.62E+06,7.66E+12,3.57E-02,3.09E+01,1.00E-08,  4.6,r
2.96E+10,2.17E-04,3.83E+33,1.61E+06,7.43E+12,3.49E-02,3.11E+01,9.21E-09,  4.6,r
2.97E+10,2.12E-04,3.83E+33,1.60E+06,7.20E+12,3.40E-02,3.12E+01,8.46E-09,  4.6,r
2.97E+10,2.06E-04,3.83E+33,1.59E+06,6.98E+12,3.32E-02,3.13E+01,7.77E-09,  4.6,r
2.97E+10,2.01E-04,3.83E+33,1.58E+06,6.77E+12,3.24E-02,3.14E+01,7.13E-09,  4.6,r
2.98E+10,1.95E-04,3.83E+33,1.57E+06,6.56E+12,3.16E-02,3.16E+01,6.54E-09,  4.6,r
2.98E+10,1.90E-04,3.83E+33,1.56E+06,6.35E+12,3.09E-02,3.17E+01,6.00E-09,  4.6,r
2.98E+10,1.85E-04,3.83E+33,1.55E+06,6.16E+12,3.01E-02,3.18E+01,5.50E-09,  4.6,r
2.99E+10,1.80E-04,3.83E+33,1.53E+06,5.96E+12,2.94E-02,3.20E+01,5.04E-09,  4.6,r
2.99E+10,1.75E-04,3.83E+33,1.52E+06,5.78E+12,2.86E-02,3.21E+01,4.61E-09,  4.6,r
2.99E+10,1.70E-04,3.83E+33,1.51E+06,5.59E+12,2.79E-02,3.22E+01,4.22E-09,  4.6,r
3.00E+10,1.65E-04,3.83E+33,1.50E+06,5.42E+12,2.72E-02,3.24E+01,3.86E-09,  4.6,r
3.00E+10,1.61E-04,3.83E+33,1.49E+06,5.24E+12,2.66E-02,3.25E+01,3.53E-09,  4.6,r
3.01E+10,1.56E-04,3.83E+33,1.48E+06,5.08E+12,2.59E-02,3.26E+01,3.22E-09,  4.6,r
3.01E+10,1.52E-04,3.83E+33,1.47E+06,4.91E+12,2.52E-02,3.28E+01,2.94E-09,  4.6,r
3.01E+10,1.47E-04,3.83E+33,1.46E+06,4.76E+12,2.46E-02,3.29E+01,2.68E-09,  4.6,r
3.02E+10,1.43E-04,3.83E+33,1.45E+06,4.60E+12,2.40E-02,3.31E+01,2.45E-09,  4.6,r
3.02E+10,1.39E-04,3.83E+33,1.44E+06,4.45E+12,2.34E-02,3.32E+01,2.23E-09,  4.6,r
3.02E+10,1.35E-04,3.83E+33,1.43E+06,4.31E+12,2.28E-02,3.34E+01,2.03E-09,  4.6,r
3.03E+10,1.31E-04,3.83E+33,1.42E+06,4.16E+12,2.22E-02,3.35E+01,1.85E-09,  4.6,r
3.03E+10,1.27E-04,3.83E+33,1.41E+06,4.03E+12,2.16E-02,3.36E+01,1.68E-09,  4.6,r
3.03E+10,1.24E-04,3.83E+33,1.40E+06,3.89E+12,2.10E-02,3.38E+01,1.53E-09,  4.6,r
3.04E+10,1.20E-04,3.83E+33,1.39E+06,3.76E+12,2.05E-02,3.39E+01,1.39E-09,  4.6,r
3.04E+10,1.16E-04,3.83E+33,1.38E+06,3.64E+12,1.99E-02,3.41E+01,1.26E-09,  4.6,r
3.04E+10,1.13E-04,3.83E+33,1.37E+06,3.51E+12,1.94E-02,3.43E+01,1.14E-09,  4.6,r
3.05E+10,1.09E-04,3.83E+33,1.36E+06,3.40E+12,1.89E-02,3.44E+01,1.04E-09,  4.6,r
3.05E+10,1.06E-04,3.83E+33,1.35E+06,3.28E+12,1.84E-02,3.46E+01,9.39E-10,  4.6,r
3.06E+10,1.03E-04,3.83E+33,1.34E+06,3.17E+12,1.79E-02,3.47E+01,8.50E-10,  4.6,r
3.06E+10,9.98E-05,3.83E+33,1.33E+06,3.06E+12,1.74E-02,3.49E+01,7.69E-10,  4.6,r
3.06E+10,9.67E-05,3.83E+33,1.32E+06,2.95E+12,1.69E-02,3.50E+01,6.95E-10,  4.6,r
3.07E+10,9.37E-05,3.83E+33,1.31E+06,2.85E+12,1.65E-02,3.52E+01,6.28E-10,  4.6,r
3.07E+10,9.08E-05,3.83E+33,1.30E+06,2.75E+12,1.60E-02,3.54E+01,5.67E-10,  4.6,r
3.07E+10,8.79E-05,3.83E+33,1.29E+06,2.65E+12,1.56E-02,3.55E+01,5.11E-10,  4.6,r
3.08E+10,8.52E-05,3.83E+33,1.28E+06,2.56E+12,1.52E-02,3.57E+01,4.61E-10,  4.6,r
3.08E+10,8.25E-05,3.83E+33,1.27E+06,2.47E+12,1.47E-02,3.59E+01,4.15E-10,  4.6,r
3.08E+10,7.98E-05,3.83E+33,1.26E+06,2.38E+12,1.43E-02,3.60E+01,3.73E-10,  4.6,r
3.09E+10,7.73E-05,3.83E+33,1.25E+06,2.30E+12,1.39E-02,3.62E+01,3.36E-10,  4.6,r
3.09E+10,7.48E-05,3.83E+33,1.24E+06,2.21E+12,1.35E-02,3.64E+01,3.01E-10,  4.6,r
3.10E+10,7.23E-05,3.83E+33,1.23E+06,2.13E+12,1.31E-02,3.66E+01,2.71E-10,  4.6,r
3.10E+10,7.00E-05,3.83E+33,1.22E+06,2.06E+12,1.28E-02,3.67E+01,2.43E-10,  4.6,r
3.10E+10,6.77E-05,3.83E+33,1.21E+06,1.98E+12,1.24E-02,3.69E+01,2.17E-10,  4.6,r
3.11E+10,6.54E-05,3.83E+33,1.20E+06,1.91E+12,1.20E-02,3.71E+01,1.95E-10,  4.6,r
3.11E+10,6.32E-05,3.83E+33,1.19E+06,1.84E+12,1.17E-02,3.73E+01,1.74E-10,  4.6,r
3.11E+10,6.11E-05,3.83E+33,1.18E+06,1.77E+12,1.13E-02,3.75E+01,1.56E-10,  4.6,r
3.12E+10,5.91E-05,3.83E+33,1.17E+06,1.70E+12,1.10E-02,3.77E+01,1.39E-10,  4.6,r
3.12E+10,5.70E-05,3.83E+33,1.16E+06,1.64E+12,1.07E-02,3.79E+01,1.24E-10,  4.6,r
3.12E+10,5.51E-05,3.83E+33,1.15E+06,1.58E+12,1.04E-02,3.80E+01,1.11E-10,  4.6,r
3.13E+10,5.32E-05,3.83E+33,1.14E+06,1.52E+12,1.00E-02,3.82E+01,9.84E-11,  4.6,r
3.13E+10,5.13E-05,3.83E+33,1.13E+06,1.46E+12,9.74E-03,3.84E+01,8.75E-11,  4.6,r
3.14E+10,4.95E-05,3.83E+33,1.12E+06,1.40E+12,9.45E-03,3.86E+01,7.78E-11,  4.6,r
3.14E+10,4.78E-05,3.83E+33,1.11E+06,1.35E+12,9.16E-03,3.88E+01,6.91E-11,  4.6,r
3.14E+10,4.61E-05,3.83E+33,1.10E+06,1.29E+12,8.88E-03,3.90E+01,6.12E-11,  4.6,r
3.15E+10,4.45E-05,3.83E+33,1.09E+06,1.24E+12,8.60E-03,3.92E+01,5.43E-11,  4.6,r
3.15E+10,4.29E-05,3.83E+33,1.08E+06,1.19E+12,8.33E-03,3.95E+01,4.80E-11,  4.6,r
3.15E+10,4.13E-05,3.83E+33,1.07E+06,1.15E+12,8.07E-03,3.97E+01,4.24E-11,  4.6,r
3.16E+10,3.98E-05,3.83E+33,1.06E+06,1.10E+12,7.82E-03,3.99E+01,3.75E-11,  4.6,r
3.16E+10,3.83E-05,3.83E+33,1.05E+06,1.06E+12,7.57E-03,4.01E+01,3.31E-11,  4.6,r
3.16E+10,3.69E-05,3.83E+33,1.04E+06,1.01E+12,7.33E-03,4.03E+01,2.91E-11,  4.6,r
3.17E+10,3.55E-05,3.83E+33,1.03E+06,9.71E+11,7.09E-03,4.05E+01,2.56E-11,  4.6,r
3.17E+10,3.42E-05,3.83E+33,1.03E+06,9.31E+11,6.86E-03,4.08E+01,2.25E-11,  4.6,r
3.18E+10,3.29E-05,3.83E+33,1.02E+06,8.92E+11,6.64E-03,4.10E+01,1.98E-11,  4.6,r
3.18E+10,3.17E-05,3.83E+33,1.01E+06,8.55E+11,6.42E-03,4.12E+01,1.73E-11,  4.6,r
3.18E+10,3.04E-05,3.83E+33,9.97E+05,8.19E+11,6.21E-03,4.15E+01,1.52E-11,  4.6,r
3.19E+10,2.93E-05,3.83E+33,9.88E+05,7.84E+11,6.00E-03,4.17E+01,1.33E-11,  4.6,r
3.19E+10,2.81E-05,3.83E+33,9.78E+05,7.51E+11,5.80E-03,4.19E+01,1.16E-11,  4.6,r
3.19E+10,2.70E-05,3.83E+33,9.69E+05,7.19E+11,5.60E-03,4.22E+01,1.01E-11,  4.6,r
3.20E+10,2.59E-05,3.83E+33,9.60E+05,6.88E+11,5.41E-03,4.24E+01,8.82E-12,  4.6,r
3.20E+10,2.49E-05,3.83E+33,9.51E+05,6.58E+11,5.22E-03,4.27E+01,7.67E-12,  4.6,r
3.20E+10,2.39E-05,3.83E+33,9.41E+05,6.29E+11,5.04E-03,4.29E+01,6.67E-12,  4.6,r
3.21E+10,2.29E-05,3.83E+33,9.32E+05,6.01E+11,4.87E-03,4.32E+01,5.78E-12,  4.6,r
3.21E+10,2.20E-05,3.83E+33,9.23E+05,5.74E+11,4.70E-03,4.34E+01,5.01E-12,  4.6,r
3.22E+10,2.11E-05,3.83E+33,9.14E+05,5.48E+11,4.53E-03,4.37E+01,4.33E-12,  4.6,r
3.22E+10,2.02E-05,3.83E+33,9.05E+05,5.24E+11,4.37E-03,4.40E+01,3.74E-12,  4.6,r
3.22E+10,1.93E-05,3.83E+33,8.96E+05,5.00E+11,4.21E-03,4.42E+01,3.23E-12,  4.6,r
3.23E+10,1.85E-05,3.83E+33,8.87E+05,4.77E+11,4.06E-03,4.45E+01,2.78E-12,  4.6,r
3.23E+10,1.77E-05,3.83E+33,8.77E+05,4.55E+11,3.91E-03,4.48E+01,2.39E-12,  4.6,r
3.23E+10,1.70E-05,3.83E+33,8.68E+05,4.34E+11,3.77E-03,4.51E+01,2.05E-12,  4.6,r
3.24E+10,1.62E-05,3.83E+33,8.59E+05,4.13E+11,3.63E-03,4.53E+01,1.76E-12,  4.6,r
3.24E+10,1.55E-05,3.83E+33,8.50E+05,3.94E+11,3.49E-03,4.56E+01,1.50E-12,  4.6,r
3.24E+10,1.48E-05,3.83E+33,8.41E+05,3.75E+11,3.36E-03,4.59E+01,1.28E-12,  4.6,r
3.25E+10,1.42E-05,3.83E+33,8.32E+05,3.57E+11,3.24E-03,4.62E+01,1.09E-12,  4.6,r
3.25E+10,1.35E-05,3.83E+33,8.23E+05,3.39E+11,3.11E-03,4.65E+01,9.30E-13,  4.6,r
3.25E+10,1.29E-05,3.83E+33,8.15E+05,3.23E+11,2.99E-03,4.68E+01,7.89E-13,  4.6,r
3.26E+10,1.23E-05,3.83E+33,8.06E+05,3.07E+11,2.88E-03,4.72E+01,6.69E-13,  4.6,r
3.26E+10,1.18E-05,3.83E+33,7.97E+05,2.92E+11,2.76E-03,4.75E+01,5.66E-13,  4.6,r
3.27E+10,1.12E-05,3.83E+33,7.88E+05,2.77E+11,2.65E-03,4.78E+01,4.78E-13,  4.6,r
3.27E+10,1.07E-05,3.83E+33,7.79E+05,2.63E+11,2.55E-03,4.81E+01,4.02E-13,  4.6,r
3.27E+10,1.02E-05,3.83E+33,7.70E+05,2.49E+11,2.44E-03,4.85E+01,3.38E-13,  4.6,r
3.28E+10,9.68E-06,3.83E+33,7.61E+05,2.37E+11,2.35E-03,4.88E+01,2.84E-13,  4.6,r
3.28E+10,9.21E-06,3.83E+33,7.53E+05,2.24E+11,2.25E-03,4.91E+01,2.38E-13,  4.6,r
3.28E+10,8.75E-06,3.83E+33,7.44E+05,2.12E+11,2.16E-03,4.95E+01,1.98E-13,  4.6,r
3.29E+10,8.32E-06,3.83E+33,7.35E+05,2.01E+11,2.07E-03,4.98E+01,1.65E-13,  4.6,r
3.29E+10,7.90E-06,3.83E+33,7.26E+05,1.90E+11,1.98E-03,5.02E+01,1.37E-13,  4.6,r
3.29E+10,7.50E-06,3.83E+33,7.18E+05,1.80E+11,1.89E-03,5.06E+01,1.14E-13,  4.6,r
3.30E+10,7.12E-06,3.83E+33,7.09E+05,1.70E+11,1.81E-03,5.09E+01,9.42E-14,  4.6,r
3.30E+10,6.75E-06,3.83E+33,7.00E+05,1.61E+11,1.73E-03,5.13E+01,7.77E-14,  4.6,r
3.31E+10,6.40E-06,3.83E+33,6.92E+05,1.52E+11,1.66E-03,5.17E+01,6.40E-14,  4.6,r
3.31E+10,6.06E-06,3.83E+33,6.83E+05,1.43E+11,1.58E-03,5.21E+01,5.25E-14,  4.6,r
3.31E+10,5.74E-06,3.83E+33,6.74E+05,1.35E+11,1.51E-03,5.25E+01,4.30E-14,  4.6,r
3.32E+10,5.43E-06,3.83E+33,6.66E+05,1.27E+11,1.44E-03,5.29E+01,3.51E-14,  4.6,r
3.32E+10,5.13E-06,3.83E+33,6.57E+05,1.20E+11,1.38E-03,5.33E+01,2.85E-14,  4.6,r
3.32E+10,4.85E-06,3.83E+33,6.49E+05,1.13E+11,1.32E-03,5.38E+01,2.32E-14,  4.6,r
3.33E+10,4.58E-06,3.83E+33,6.40E+05,1.06E+11,1.25E-03,5.42E+01,1.87E-14,  4.6,r
3.33E+10,4.32E-06,3.83E+33,6.31E+05,1.00E+11,1.19E-03,5.46E+01,1.51E-14,  4.6,r
3.33E+10,4.07E-06,3.83E+33,6.23E+05,9.39E+10,1.14E-03,5.51E+01,1.21E-14,  4.6,r
3.34E+10,3.83E-06,3.83E+33,6.14E+05,8.82E+10,1.08E-03,5.55E+01,9.72E-15,  4.6,r
3.34E+10,3.61E-06,3.83E+33,6.06E+05,8.27E+10,1.03E-03,5.60E+01,7.76E-15,  4.6,r
3.35E+10,3.40E-06,3.83E+33,5.98E+05,7.75E+10,9.79E-04,5.65E+01,6.17E-15,  4.6,r
3.35E+10,3.19E-06,3.83E+33,5.89E+05,7.26E+10,9.30E-04,5.70E+01,4.89E-15,  4.6,r
3.35E+10,3.00E-06,3.83E+33,5.81E+05,6.80E+10,8.83E-04,5.75E+01,3.86E-15,  4.6,r
3.36E+10,2.81E-06,3.83E+33,5.72E+05,6.36E+10,8.38E-04,5.80E+01,3.04E-15,  4.6,r
3.36E+10,2.64E-06,3.83E+33,5.64E+05,5.94E+10,7.94E-04,5.85E+01,2.38E-15,  4.6,r
3.36E+10,2.47E-06,3.83E+33,5.56E+05,5.54E+10,7.53E-04,5.90E+01,1.86E-15,  4.6,r
3.37E+10,2.31E-06,3.83E+33,5.47E+05,5.17E+10,7.13E-04,5.96E+01,1.44E-15,  4.6,r
3.37E+10,2.16E-06,3.83E+33,5.39E+05,4.82E+10,6.74E-04,6.01E+01,1.12E-15,  4.6,r
3.37E+10,2.02E-06,3.83E+33,5.31E+05,4.49E+10,6.38E-04,6.07E+01,8.60E-16,  4.6,r
3.38E+10,1.89E-06,3.83E+33,5.22E+05,4.17E+10,6.02E-04,6.13E+01,6.59E-16,  4.6,r
3.38E+10,1.76E-06,3.83E+33,5.14E+05,3.88E+10,5.69E-04,6.19E+01,5.03E-16,  4.6,r
3.39E+10,1.64E-06,3.83E+33,5.06E+05,3.60E+10,5.36E-04,6.25E+01,3.81E-16,  4.6,r
3.39E+10,1.53E-06,3.83E+33,4.98E+05,3.34E+10,5.06E-04,6.31E+01,2.88E-16,  4.6,r
3.39E+10,1.42E-06,3.83E+33,4.89E+05,3.09E+10,4.76E-04,6.38E+01,2.16E-16,  4.6,r
3.40E+10,1.32E-06,3.83E+33,4.81E+05,2.86E+10,4.48E-04,6.44E+01,1.62E-16,  4.6,r
3.40E+10,1.22E-06,3.83E+33,4.73E+05,2.64E+10,4.21E-04,6.51E+01,1.20E-16,  4.6,r
3.40E+10,1.13E-06,3.83E+33,4.65E+05,2.44E+10,3.96E-04,6.58E+01,8.85E-17,  4.6,r
3.41E+10,1.05E-06,3.83E+33,4.57E+05,2.25E+10,3.71E-04,6.65E+01,6.50E-17,  4.6,r
3.41E+10,9.67E-07,3.83E+33,4.49E+05,2.07E+10,3.48E-04,6.72E+01,4.73E-17,  4.6,r
3.41E+10,8.92E-07,3.83E+33,4.41E+05,1.90E+10,3.26E-04,6.80E+01,3.43E-17,  4.6,r
3.42E+10,8.22E-07,3.83E+33,4.32E+05,1.75E+10,3.05E-04,6.87E+01,2.46E-17,  4.6,r
3.42E+10,7.56E-07,3.83E+33,4.24E+05,1.60E+10,2.85E-04,6.95E+01,1.76E-17,  4.6,r
3.43E+10,6.95E-07,3.83E+33,4.16E+05,1.47E+10,2.66E-04,7.03E+01,1.25E-17,  4.6,r
3.43E+10,6.37E-07,3.83E+33,4.08E+05,1.34E+10,2.48E-04,7.12E+01,8.76E-18,  4.6,r
3.43E+10,5.84E-07,3.83E+33,4.00E+05,1.22E+10,2.30E-04,7.20E+01,6.11E-18,  4.6,r
3.44E+10,5.34E-07,3.83E+33,3.92E+05,1.12E+10,2.14E-04,7.29E+01,4.22E-18,  4.6,r
3.44E+10,4.87E-07,3.83E+33,3.84E+05,1.01E+10,1.99E-04,7.38E+01,2.89E-18,  4.6,r
3.44E+10,4.44E-07,3.83E+33,3.76E+05,9.21E+09,1.84E-04,7.48E+01,1.96E-18,  4.6,r
3.45E+10,4.04E-07,3.83E+33,3.68E+05,8.35E+09,1.71E-04,7.57E+01,1.32E-18,  4.6,r
3.45E+10,3.66E-07,3.83E+33,3.60E+05,7.55E+09,1.58E-04,7.67E+01,8.78E-19,  4.6,r
3.45E+10,3.32E-07,3.83E+33,3.53E+05,6.82E+09,1.46E-04,7.78E+01,5.78E-19,  4.6,r
3.46E+10,3.00E-07,3.83E+33,3.45E+05,6.14E+09,1.34E-04,7.89E+01,3.76E-19,  4.6,r
3.46E+10,2.71E-07,3.83E+33,3.37E+05,5.52E+09,1.24E-04,8.00E+01,2.42E-19,  4.6,r
3.46E+10,2.44E-07,3.83E+33,3.29E+05,4.95E+09,1.13E-04,8.11E+01,1.54E-19,  4.6,r
3.47E+10,2.19E-07,3.83E+33,3.21E+05,4.43E+09,1.04E-04,8.23E+01,9.64E-20,  4.6,r
3.47E+10,1.96E-07,3.83E+33,3.13E+05,3.96E+09,9.51E-05,8.36E+01,5.96E-20,  4.6,r
3.48E+10,1.75E-07,3.83E+33,3.05E+05,3.52E+09,8.68E-05,8.49E+01,3.63E-20,  4.6,r
3.48E+10,1.56E-07,3.83E+33,2.98E+05,3.13E+09,7.91E-05,8.62E+01,2.18E-20,  4.6,r
3.48E+10,1.39E-07,3.83E+33,2.90E+05,2.77E+09,7.19E-05,8.76E+01,1.29E-20,  4.6,r
3.49E+10,1.23E-07,3.83E+33,2.82E+05,2.44E+09,6.52E-05,8.90E+01,7.47E-21,  4.6,r
3.49E+10,1.08E-07,3.83E+33,2.74E+05,2.15E+09,5.89E-05,9.06E+01,4.26E-21,  4.6,r
3.49E+10,9.53E-08,3.83E+33,2.67E+05,1.88E+09,5.32E-05,9.21E+01,2.38E-21,  4.6,r
3.50E+10,8.35E-08,3.83E+33,2.59E+05,1.65E+09,4.78E-05,9.38E+01,1.30E-21,  4.6,r
3.50E+10,7.29E-08,3.83E+33,2.51E+05,1.43E+09,4.29E-05,9.55E+01,6.98E-22,  4.6,r
3.50E+10,6.35E-08,3.83E+33,2.44E+05,1.24E+09,3.83E-05,9.73E+01,3.65E-22,  4.6,r
3.51E+10,5.50E-08,3.83E+33,2.36E+05,1.07E+09,3.42E-05,9.92E+01,1.86E-22,  4.6,r
3.51E+10,4.74E-08,3.83E+33,2.28E+05,9.21E+08,3.03E-05,1.01E+02,9.23E-23,  4.6,r
3.52E+10,4.07E-08,3.83E+33,2.21E+05,7.87E+08,2.68E-05,1.03E+02,4.45E-23,  4.6,r
3.52E+10,3.47E-08,3.83E+33,2.13E+05,6.70E+08,2.36E-05,1.06E+02,2.08E-23,  4.6,r
3.52E+10,2.95E-08,3.83E+33,2.05E+05,5.67E+08,2.07E-05,1.08E+02,9.38E-24,  4.6,r
3.53E+10,2.49E-08,3.83E+33,1.98E+05,4.77E+08,1.81E-05,1.10E+02,4.08E-24,  4.6,r
3.53E+10,2.09E-08,3.83E+33,1.90E+05,3.99E+08,1.57E-05,1.13E+02,1.70E-24,  4.6,r
3.53E+10,1.74E-08,3.83E+33,1.83E+05,3.31E+08,1.36E-05,1.16E+02,6.82E-25,  4.6,r
3.54E+10,1.44E-08,3.83E+33,1.75E+05,2.73E+08,1.17E-05,1.19E+02,2.60E-25,  4.6,r
3.54E+10,1.18E-08,3.83E+33,1.68E+05,2.23E+08,9.97E-06,1.22E+02,9.41E-26,  4.6,r
3.54E+10,9.62E-09,3.83E+33,1.60E+05,1.81E+08,8.46E-06,1.25E+02,3.21E-26,  4.6,r
3.55E+10,7.75E-09,3.83E+33,1.53E+05,1.45E+08,7.12E-06,1.29E+02,1.03E-26,  4.6,r
3.55E+10,6.19E-09,3.83E+33,1.45E+05,1.15E+08,5.94E-06,1.33E+02,3.07E-27,  4.6,r
3.56E+10,4.89E-09,3.83E+33,1.38E+05,9.04E+07,4.92E-06,1.37E+02,8.45E-28,  4.6,r
3.56E+10,3.81E-09,3.83E+33,1.30E+05,7.01E+07,4.03E-06,1.42E+02,2.13E-28,  4.6,r
3.56E+10,2.93E-09,3.83E+33,1.23E+05,5.36E+07,3.26E-06,1.47E+02,4.83E-29,  4.6,r
3.57E+10,2.22E-09,3.83E+33,1.16E+05,4.03E+07,2.61E-06,1.53E+02,9.78E-30,  4.6,r
3.57E+10,1.66E-09,3.83E+33,1.08E+05,2.98E+07,2.06E-06,1.59E+02,1.73E-30,  4.6,r
3.57E+10,1.22E-09,3.83E+33,1.01E+05,2.15E+07,1.60E-06,1.66E+02,2.64E-31,  4.6,r
3.58E+10,8.77E-10,3.83E+33,9.37E+04,1.52E+07,1.22E-06,1.74E+02,3.35E-32,  4.6,r
3.58E+10,6.19E-10,3.83E+33,8.64E+04,1.05E+07,9.06E-07,1.82E+02,3.45E-33,  4.6,r
3.58E+10,4.29E-10,3.83E+33,7.92E+04,6.98E+06,6.59E-07,1.92E+02,2.78E-34,  4.7,r
3.59E+10,2.68E-10,3.83E+33,7.12E+04,4.25E+06,4.46E-07,2.03E+02,1.18E-35,  4.7,r
3.59E+10,1.58E-10,3.83E+33,6.32E+04,2.44E+06,2.88E-07,2.17E+02,3.05E-37,  4.7,r
3.60E+10,8.73E-11,3.83E+33,5.53E+04,1.30E+06,1.75E-07,2.34E+02,4.15E-39,  4.7,r
3.60E+10,4.41E-11,3.83E+33,4.73E+04,6.29E+05,9.87E-08,2.54E+02,2.33E-41,  4.7,r
3.60E+10,1.98E-11,3.83E+33,3.94E+04,2.65E+05,4.99E-08,2.79E+02,3.69E-44,  4.7,r
3.61E+10,7.44E-12,3.83E+33,3.15E+04,9.16E+04,2.14E-08,3.12E+02,8.28E-48,  4.8,r
3.61E+10,2.13E-12,3.83E+33,2.36E+04,2.28E+04,7.08E-09,3.53E+02,6.68E-53,  5.0,r
3.61E+10,3.67E-13,3.83E+33,1.57E+04,3.05E+03,1.40E-09,3.99E+02,6.47E-61,  5.0,r
3.62E+10,1.99E-14,3.83E+33,7.85E+03,9.22E+01,7.97E-11,4.59E+02,3.24E-77,  4.2,r
3.62E+10,0.00E+00,3.83E+33,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,  4.2,r
